Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordiantes
14,-45.8678,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30869 -4.9053 0.289835', '2.70882 -5.01282 0.282713', '5.65853 -5.83721 1.12812', '4.36102 -6.19985 1.5']"
14,-45.9255,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.07995 0.970465', '4.36102 -6.19985 1.5']"
14,-46.1095,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31908 -4.98383 0.0997569', '2.30141 -4.99705 0.120465', '4.36102 -6.19985 1.5']"
14,-46.1821,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.2919 -5.81598 0.50931', '5.65853 -6.09306 1.2244', '4.36102 -6.19985 1.5']"
14,-46.3512,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.2775 -4.96825 0.355033', '2.28082 -4.97427 0.343812', '4.36102 -6.19985 1.5']"
14,-46.4102,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30838 -4.90551 0.305988', '5.65853 -5.8385 1.16666', '4.36102 -6.19985 1.5']"
14,-46.6374,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.33395 -4.98002 0.0997569', '2.30388 -5.00394 0.138359', '4.36102 -6.19985 1.5']"
14,-46.6681,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30851 -4.99369 0.305966', '5.40672 -7.40635 1.10195', '5.65853 -7.21026 1.16665', '4.36102 -6.19985 1.5']"
14,-46.8979,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.94244 -5.34398 0.0997569', '2.99705 -5.40289 0.123928', '4.36102 -6.19985 1.5']"
14,-47.1407,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.70882 -5.03481 0.243983', '3.10544 -5.36894 0.0997569', '5.5239 -7.40635 0.979212', '5.65853 -7.29293 1.02817', '4.36102 -6.19985 1.5']"
14,-47.2459,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28052 -4.78471 0.370374', '4.36102 -6.19985 1.5']"
14,-47.8233,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.21582 0.281995', '3.77351 -7.40635 1.06741', '4.36102 -6.19985 1.5']"
14,-48.1988,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29941 -4.76456 0.399596', '5.65853 -5.79992 1.19339', '4.36102 -6.19985 1.5']"
14,-49.1069,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30087 -4.98512 0.11661', '4.36102 -6.19985 1.5']"
14,-49.6739,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.92034 0.282976', '5.65853 -5.80871 1.12796', '4.36102 -6.19985 1.5']"
15,-18.9693,Tx-Rx,2,"['2.48996 -4.85594 0.3', '4.26311 -6.56639 1.5']"
15,-26.4992,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.30682 -5.02543 0.420365', '4.26311 -6.56639 1.5']"
15,-27.6369,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -5.02712 0.282713', '4.26311 -6.56639 1.5']"
15,-31.9479,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -6.04343 1.13311', '4.26311 -6.56639 1.5']"
15,-32.5865,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.82381 -7.40635 1.2027', '4.26311 -6.56639 1.5']"
15,-33.2805,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.3085 -4.98222 0.305969', '4.26311 -6.56639 1.5']"
15,-33.7076,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -7.20973 1.13311', '5.39384 -7.40635 1.2027', '4.26311 -6.56639 1.5']"
15,-33.941,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.9184 -5.40289 0.131867', '4.26311 -6.56639 1.5']"
15,-35.6597,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -4.9353 0.282713', '5.65853 -6.04257 1.10907', '4.26311 -6.56639 1.5']"
15,-36.4727,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.3088 -4.9781 0.289833', '2.70882 -5.24573 0.282713', '4.26311 -6.56639 1.5']"
15,-36.8277,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.70882 -5.01324 0.282713', '5.65853 -7.20803 1.10907', '5.39199 -7.40635 1.18375', '4.26311 -6.56639 1.5']"
15,-37.015,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -5.02561 0.281995', '4.26311 -6.56639 1.5']"
15,-37.5305,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30607 -5.0175 0.401542', '4.26311 -6.56639 1.5']"
15,-38.9709,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.19524 0.282713', '3.83521 -7.40635 1.16488', '4.26311 -6.56639 1.5']"
15,-38.9974,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29401 -4.99356 0.338415', '4.26311 -6.56639 1.5']"
15,-40.0264,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.62745 -5.95321 3.02001', '4.26311 -6.56639 1.5']"
15,-40.5839,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29689 -5.82298 0.50452', '5.65853 -6.34832 1.20799', '4.26311 -6.56639 1.5']"
15,-40.9811,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30936 -5.07176 0.489416', '4.26311 -6.56639 1.5']"
15,-43.0055,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.3088 -4.9781 0.289596', '2.70683 -5.24441 0.281995', '4.26311 -6.56639 1.5']"
15,-43.6686,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.12208 -5.34367 0.131867', '5.65853 -7.21617 1.01445', '5.40091 -7.40635 1.10409', '4.26311 -6.56639 1.5']"
15,-43.8839,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30575 -5.04866 0.394587', '4.26311 -6.56639 1.5']"
15,-44.0178,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -5.59206 1.02035', '5.65853 -5.76959 1.10775', '4.26311 -6.56639 1.5']"
15,-44.3766,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31238 -5.18494 0.438491', '3.72788 -7.40635 1.20875', '4.26311 -6.56639 1.5']"
15,-44.4217,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30385 -4.94455 0.405835', '5.65853 -6.08994 1.17857', '4.26311 -6.56639 1.5']"
15,-44.4727,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28881 -3.81442 0.583818', '4.26311 -6.56639 1.5']"
15,-44.5063,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.35002 -5.01292 0.0997569', '2.30797 -5.06008 0.159926', '4.26311 -6.56639 1.5']"
15,-44.8385,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.8808 -5.34398 0.0997569', '2.92798 -5.40289 0.123928', '4.26311 -6.56639 1.5']"
15,-44.883,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30606 -5.01743 0.401546', '5.65853 -7.29734 1.17716', '5.49823 -7.40635 1.21425', '4.26311 -6.56639 1.5']"
15,-45.4384,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.326 -5.02075 0.0997569', '2.30252 -5.04435 0.12843', '4.26311 -6.56639 1.5']"
15,-45.5846,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.71154 -5.02919 0.282976', '4.26311 -6.56639 1.5']"
15,-45.6297,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3088 -4.97746 0.289833', '2.70882 -5.24368 0.282713', '5.65853 -7.28203 1.10907', '5.47863 -7.40635 1.15947', '4.26311 -6.56639 1.5']"
15,-45.6949,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30871 -4.91747 0.289834', '2.70882 -5.05179 0.282713', '5.65853 -6.07998 1.10907', '4.26311 -6.56639 1.5']"
15,-45.8922,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.147064', '2.83304 -5.37556 0.131867', '5.65853 -7.29725 1.0477', '5.49812 -7.40635 1.09969', '4.26311 -6.56639 1.5']"
15,-46.0002,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.33135 -5.01892 0.0997569', '2.30343 -5.04762 0.135011', '4.26311 -6.56639 1.5']"
15,-46.5406,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3084 -4.91773 0.305985', '5.65853 -6.0816 1.1489', '4.26311 -6.56639 1.5']"
15,-46.6647,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30849 -4.97797 0.30597', '5.65853 -7.28525 1.14889', '5.48269 -7.40635 1.19314', '4.26311 -6.56639 1.5']"
15,-47.1667,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.27745 -5.00384 0.355041', '2.28049 -5.01163 0.343935', '4.26311 -6.56639 1.5']"
15,-47.6579,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.5906 1.10305', '4.26311 -6.56639 1.5']"
15,-48.1531,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29189 -5.81598 0.504246', '5.65853 -6.3465 1.20822', '4.26311 -6.56639 1.5']"
15,-48.4296,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30868 -5.10601 0.305939', '3.74034 -7.40635 1.18062', '4.26311 -6.56639 1.5']"
15,-48.4366,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29431 -4.77745 0.398811', '5.65853 -6.04191 1.17716', '4.26311 -6.56639 1.5']"
15,-48.6597,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3095 -4.98881 0.254029', '2.88051 -5.40289 0.131867', '5.65853 -7.2956 1.04256', '5.49597 -7.40635 1.09585', '4.26311 -6.56639 1.5']"
15,-48.7214,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.19225 0.281995', '3.83508 -7.40635 1.16501', '4.26311 -6.56639 1.5']"
15,-48.9927,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30363 -5.8332 0.590473', '3.58105 -7.40635 1.18341', '4.26311 -6.56639 1.5']"
15,-49.1009,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.13197 -5.34398 0.0997569', '3.20947 -5.40289 0.123928', '5.65853 -7.21425 1.00053', '5.39879 -7.40635 1.0935', '4.26311 -6.56639 1.5']"
15,-49.1404,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.41659 -4.98671 0.0997569', '2.30737 -5.18137 0.397847', '4.26311 -6.56639 1.5']"
15,-49.1505,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29387 -5.00257 0.372621', '4.26311 -6.56639 1.5']"
15,-49.1516,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30367 -5.83311 0.504578', '5.65853 -6.35098 1.20759', '4.26311 -6.56639 1.5']"
15,-49.2888,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.90964 -5.40289 0.131867', '2.93998 -5.42898 0.0997569', '4.26311 -6.56639 1.5']"
15,-49.4407,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30745 -5.03011 0.50035', '4.26311 -6.56639 1.5']"
16,-18.5406,Tx-Rx,2,"['2.48996 -4.85594 0.3', '3.80714 -6.76941 1.5']"
16,-24.8752,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.3095 -5.09237 0.445416', '3.80714 -6.76941 1.5']"
16,-29.4184,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -5.07994 0.281995', '3.80714 -6.76941 1.5']"
16,-30.0599,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.54393 -7.40635 1.2602', '3.80714 -6.76941 1.5']"
16,-31.7406,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30856 -5.02227 0.305959', '3.80714 -6.76941 1.5']"
16,-32.6295,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -6.06371 1.05743', '3.80714 -6.76941 1.5']"
16,-33.9866,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -6.86778 1.05743', '4.8103 -7.40635 1.2602', '3.80714 -6.76941 1.5']"
16,-34.9896,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.93815 0.282976', '5.65853 -6.06285 1.03043', '3.80714 -6.76941 1.5']"
16,-36.0189,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.99289 0.282976', '5.65853 -6.86634 1.03043', '4.80907 -7.40635 1.24588', '3.80714 -6.76941 1.5']"
16,-36.3244,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29403 -5.03748 0.338391', '3.80714 -6.76941 1.5']"
16,-36.7445,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.3109 -5.12081 0.479943', '3.80714 -6.76941 1.5']"
16,-36.8006,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -5.08191 0.282713', '3.80714 -6.76941 1.5']"
16,-38.2758,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30745 -5.06335 0.398844', '3.80714 -6.76941 1.5']"
16,-39.1824,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.22906 0.281995', '3.55811 -7.40635 1.22433', '3.80714 -6.76941 1.5']"
16,-39.4348,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30886 -5.0131 0.289595', '2.70683 -5.35588 0.281995', '3.80714 -6.76941 1.5']"
16,-39.7433,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.33495 -6.08345 3.02001', '3.80714 -6.76941 1.5']"
16,-41.1271,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29755 -5.82394 0.487965', '5.65853 -6.43359 1.14053', '3.80714 -6.76941 1.5']"
16,-42.5492,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28881 -3.81442 0.587853', '3.80714 -6.76941 1.5']"
16,-42.735,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28318 -4.82998 0.408996', '2.28205 -4.80555 0.420087', '3.80714 -6.76941 1.5']"
16,-43.137,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30872 -5.1329 0.305933', '3.47921 -7.40635 1.23868', '3.80714 -6.76941 1.5']"
16,-44.7924,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30885 -5.01308 0.289832', '2.70882 -5.35756 0.282713', '3.80714 -6.76941 1.5']"
16,-44.8303,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -5.59206 0.954193', '5.65853 -5.76135 1.03267', '3.80714 -6.76941 1.5']"
16,-45.2522,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30393 -4.94702 0.40569', '5.65853 -6.12132 1.11083', '3.80714 -6.76941 1.5']"
16,-45.354,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.11803 -5.25472 0.0997569', '5.65853 -6.86778 0.909733', '4.8103 -7.40635 1.18017', '3.80714 -6.76941 1.5']"
16,-45.56,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30871 -4.91928 0.289834', '2.70882 -5.05759 0.282713', '5.65853 -6.1093 1.03059', '3.80714 -6.76941 1.5']"
16,-45.717,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30547 -4.99785 0.402698', '5.65853 -6.95994 1.10966', '4.89563 -7.40635 1.2705', '3.80714 -6.76941 1.5']"
16,-45.827,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30877 -4.96114 0.289833', '2.70882 -5.19152 0.282713', '5.65853 -6.9436 1.03059', '4.87946 -7.40635 1.22812', '3.80714 -6.76941 1.5']"
16,-46.0803,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.76455 -5.34398 0.0997569', '2.79769 -5.40289 0.123928', '3.80714 -6.76941 1.5']"
16,-46.1414,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.3088 -5.09845 0.407254', '3.80714 -6.76941 1.5']"
16,-46.5502,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29403 -5.03652 0.338391', '2.29623 -5.0713 0.376792', '3.80714 -6.76941 1.5']"
16,-46.6635,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.70882 -4.9926 0.243983', '3.15716 -5.27748 0.0997569', '5.65853 -6.86689 0.904426', '4.80954 -7.40635 1.17754', '3.80714 -6.76941 1.5']"
16,-46.769,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30634 -5.09336 0.502835', '3.80714 -6.76941 1.5']"
16,-46.921,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3084 -4.9195 0.305984', '5.65853 -6.11097 1.07501', '3.80714 -6.76941 1.5']"
16,-47.0515,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.23235 0.282713', '3.55827 -7.40635 1.22417', '3.80714 -6.76941 1.5']"
16,-47.2074,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.154172', '2.86193 -5.38698 0.131867', '5.65853 -6.98523 0.955046', '4.92165 -7.40635 1.17195', '3.80714 -6.76941 1.5']"
16,-47.2854,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29455 -4.76969 0.392263', '2.72429 -4.93446 0.282976', '5.65853 -6.05954 1.02918', '3.80714 -6.76941 1.5']"
16,-47.2904,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30847 -4.96151 0.305974', '5.65853 -6.94637 1.075', '4.88218 -7.40635 1.25322', '3.80714 -6.76941 1.5']"
16,-47.3557,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.35652 -5.05476 0.0997569', '2.30995 -5.12415 0.169643', '3.80714 -6.76941 1.5']"
16,-47.494,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.71154 -5.0846 0.282976', '3.80714 -6.76941 1.5']"
16,-47.5694,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.140754', '2.81664 -5.35287 0.131867', '5.65853 -6.21062 0.960304', '3.80714 -6.76941 1.5']"
16,-47.6072,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30714 -5.10178 0.500038', '3.80714 -6.76941 1.5']"
16,-48.0375,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28877 -3.81453 0.526352', '3.57845 -7.40635 1.35335', '3.80714 -6.76941 1.5']"
16,-48.13,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.27739 -5.05087 0.355052', '2.27894 -5.06033 0.34455', '3.80714 -6.76941 1.5']"
16,-48.1693,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.4164 -5.02579 0.0997569', '2.30702 -5.27833 0.397489', '3.80714 -6.76941 1.5']"
16,-48.651,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.5906 1.02405', '3.80714 -6.76941 1.5']"
16,-48.6575,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '3.23201 -5.34398 0.0997569', '3.32159 -5.40289 0.123928', '5.65853 -6.87615 0.89173', '4.81749 -7.40635 1.16805', '3.80714 -6.76941 1.5']"
16,-48.6801,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29406 -5.04964 0.372833', '3.80714 -6.76941 1.5']"
16,-48.7655,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30368 -5.8331 0.488766', '5.65853 -6.43645 1.1404', '3.80714 -6.76941 1.5']"
16,-48.8412,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.2941 -5.15826 0.338323', '3.4731 -7.40635 1.24353', '3.80714 -6.76941 1.5']"
16,-48.8485,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30339 -5.02958 0.318171', '3.80714 -6.76941 1.5']"
17,-17.9603,Tx-Rx,2,"['2.48996 -4.85594 0.3', '3.31104 -6.82405 1.5']"
17,-25.3702,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.30587 -5.06546 0.312442', '3.31104 -6.82405 1.5']"
17,-26.1259,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.31223 -5.16311 0.471772', '3.31104 -6.82405 1.5']"
17,-28.1614,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.15842 -7.40635 1.27695', '3.31104 -6.82405 1.5']"
17,-32.902,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29405 -5.08151 0.338366', '3.31104 -6.82405 1.5']"
17,-33.4083,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -5.98647 0.989312', '3.31104 -6.82405 1.5']"
17,-33.6136,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30862 -5.06195 0.30595', '3.31104 -6.82405 1.5']"
17,-34.103,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -5.12749 0.281995', '3.31104 -6.82405 1.5']"
17,-34.6068,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -6.65546 0.989313', '4.33636 -7.40635 1.27695', '3.31104 -6.82405 1.5']"
17,-35.0022,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30598 -5.18953 0.312577', '3.10196 -7.40635 1.25298', '3.31104 -6.82405 1.5']"
17,-35.6263,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.93329 0.282976', '5.65853 -5.98572 0.960391', '3.31104 -6.82405 1.5']"
17,-35.8645,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31419 -5.28434 0.456411', '3.0964 -7.40635 1.27529', '3.31104 -6.82405 1.5']"
17,-36.1193,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28345 -4.80489 0.403581', '3.31104 -6.82405 1.5']"
17,-36.592,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.97906 0.282976', '5.65853 -6.65425 0.960391', '4.33543 -7.40635 1.26453', '3.31104 -6.82405 1.5']"
17,-36.9572,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28342 -4.80493 0.407509', '2.29018 -4.85015 0.430274', '3.31104 -6.82405 1.5']"
17,-38.2683,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -5.12982 0.282713', '3.31104 -6.82405 1.5']"
17,-38.7357,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.59269 -5.10218 0.0997569', '3.31104 -6.82405 1.5']"
17,-39.4661,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28882 -3.8144 0.59755', '3.31104 -6.82405 1.5']"
17,-39.6156,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.01669 -6.1185 3.02001', '3.31104 -6.82405 1.5']"
17,-40.0029,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30769 -5.09321 0.398173', '3.31104 -6.82405 1.5']"
17,-41.0488,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28342 -4.8298 0.415824', '2.278 -4.80711 0.427342', '3.31104 -6.82405 1.5']"
17,-41.3142,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29699 -3.91579 0.500655', '2.27992 -3.81638 0.52323', '3.16713 -7.40635 1.36368', '3.31104 -6.82405 1.5']"
17,-41.4645,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.28818 0.281995', '3.18076 -7.40635 1.23736', '3.31104 -6.82405 1.5']"
17,-41.8541,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29809 -5.82473 0.474537', '5.65853 -6.41306 1.07826', '3.31104 -6.82405 1.5']"
17,-42.3066,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.60341 -5.10768 0.0997569', '2.7061 -5.33555 0.281014', '3.31104 -6.82405 1.5']"
17,-42.5066,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29413 -5.21492 0.338291', '3.09756 -7.40635 1.25612', '3.31104 -6.82405 1.5']"
17,-43.0437,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.3051 -5.16351 0.50559', '3.31104 -6.82405 1.5']"
17,-43.4626,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.36914 -5.09022 0.0997569', '2.31028 -5.20435 0.197307', '3.31104 -6.82405 1.5']"
17,-43.585,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.7061 -5.12659 0.281014', '3.31104 -6.82405 1.5']"
17,-43.7117,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3088 -5.18381 0.30592', '3.10297 -7.40635 1.2521', '3.31104 -6.82405 1.5']"
17,-43.8859,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30674 -5.16764 0.500176', '3.31104 -6.82405 1.5']"
17,-43.9248,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30247 -5.74967 0.453702', '2.30018 -5.82784 0.466855', '5.65853 -7.09966 1.07495', '4.84867 -7.40635 1.22159', '3.31104 -6.82405 1.5']"
17,-44.5199,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28877 -3.81451 0.534626', '3.16843 -7.40635 1.36533', '3.31104 -6.82405 1.5']"
17,-44.6885,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.36468 -5.09203 0.0997569', '2.30973 -5.19557 0.18758', '3.31104 -6.82405 1.5']"
17,-45.0624,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28827 -3.81446 0.626482', '3.31104 -6.82405 1.5']"
17,-45.0638,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.18009 -5.24789 0.0997569', '5.65853 -6.65546 0.818876', '4.33636 -7.40635 1.2025', '3.31104 -6.82405 1.5']"
17,-45.0741,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.3089 -5.04102 0.289595', '2.70683 -5.44477 0.281995', '3.31104 -6.82405 1.5']"
17,-45.6805,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30871 -4.9159 0.289834', '2.70882 -5.04676 0.282713', '5.65853 -6.03643 0.960551', '3.31104 -6.82405 1.5']"
17,-46.0797,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30876 -4.9511 0.289833', '2.70882 -5.15938 0.282713', '5.65853 -6.73484 0.960552', '4.40128 -7.40635 1.24947', '3.31104 -6.82405 1.5']"
17,-46.0831,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.41621 -5.06275 0.0997569', '2.30669 -5.36988 0.397151', '3.31104 -6.82405 1.5']"
17,-46.2104,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.70882 -4.97916 0.243983', '3.20349 -5.2602 0.0997569', '5.65853 -6.65498 0.815559', '4.33599 -7.40635 1.20116', '3.31104 -6.82405 1.5']"
17,-46.2196,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30381 -4.94319 0.405915', '5.65853 -6.04974 1.04959', '3.31104 -6.82405 1.5']"
